"Date","Region","New_Tests","Total_Tests","Positivity","Turn_Around"
2020-09-14,"BC",3616,444150,2.21,29.6
2020-09-14,"Fraser",1405,157139,2.82,34.7
2020-09-14,"Interior",382,56542,0.52,21.5
2020-09-14,"Northern",249,16321,2.92,58.3
2020-09-14,"Unknown",61,10725,0,27
2020-09-14,"Vancouver Coastal",1172,145183,2.87,23.4
2020-09-14,"Vancouver Island",347,58240,0.34,18.1
2020-09-15,"BC",6439,450589,2.14,22.3
2020-09-15,"Fraser",2197,159336,2.76,24.7
2020-09-15,"Interior",546,57088,0.63,19.4
2020-09-15,"Northern",162,16483,3.37,37.1
2020-09-15,"Unknown",817,11542,0,20.4
2020-09-15,"Vancouver Coastal",2216,147399,2.74,20.1
2020-09-15,"Vancouver Island",501,58741,0.3,22.4
2020-09-16,"BC",7595,458184,2.12,23
2020-09-16,"Fraser",2900,162236,2.69,23.3
2020-09-16,"Interior",490,57578,0.82,25.2
2020-09-16,"Northern",225,16708,2.69,29.1
2020-09-16,"Unknown",48,11590,0,30.9
2020-09-16,"Vancouver Coastal",3271,150670,2.51,22.3
2020-09-16,"Vancouver Island",661,59402,0.24,20.3
2020-09-17,"BC",5750,463934,2.16,21.9
2020-09-17,"Fraser",1945,164181,2.75,22
2020-09-17,"Interior",576,58154,0.98,24.7
2020-09-17,"Northern",300,17008,2.96,32.5
2020-09-17,"Unknown",153,11743,0,11
2020-09-17,"Vancouver Coastal",2251,152921,2.39,21.1
2020-09-17,"Vancouver Island",525,59927,0.16,19.4
2020-09-18,"BC",6896,470830,2.12,25.7
2020-09-18,"Fraser",2161,166342,2.79,25.3
2020-09-18,"Interior",708,58862,1.16,29
2020-09-18,"Northern",269,17277,2.52,35.3
2020-09-18,"Unknown",184,11927,0,23.6
2020-09-18,"Vancouver Coastal",2926,155847,2.3,25.6
2020-09-18,"Vancouver Island",648,60575,0.19,19.8
2020-09-19,"BC",5733,476563,2.16,24.7
2020-09-19,"Fraser",1935,168277,3.01,25.5
2020-09-19,"Interior",626,59488,1.18,28.9
2020-09-19,"Northern",217,17494,2.56,32.6
2020-09-19,"Unknown",953,12880,0,23
2020-09-19,"Vancouver Coastal",1473,157320,2.4,23
2020-09-19,"Vancouver Island",529,61104,0.16,20.9
2020-09-20,"BC",6085,482648,2.17,31.3
2020-09-20,"Fraser",1904,170181,3.11,28
2020-09-20,"Interior",528,60016,1.19,33.3
2020-09-20,"Northern",196,17690,2.22,38.2
2020-09-20,"Unknown",1010,13890,0,52.4
2020-09-20,"Vancouver Coastal",1905,159225,2.35,24.8
2020-09-20,"Vancouver Island",542,61646,0.27,21.6
2020-09-21,"BC",4294,486942,2.16,30.9
2020-09-21,"Fraser",1269,171450,3.22,28.6
2020-09-21,"Interior",553,60569,1.07,38.3
2020-09-21,"Northern",180,17870,2.13,35.7
2020-09-21,"Unknown",482,14372,0,68.3
2020-09-21,"Vancouver Coastal",1419,160644,2.35,20.4
2020-09-21,"Vancouver Island",391,62037,0.24,18
2020-09-22,"BC",6177,493119,2.07,31.6
2020-09-22,"Fraser",2409,173859,3,25.2
2020-09-22,"Interior",660,61229,0.97,29.3
2020-09-22,"Northern",173,18043,2.12,30.5
2020-09-22,"Unknown",632,15004,0,89.7
2020-09-22,"Vancouver Coastal",1749,162393,2.38,24
2020-09-22,"Vancouver Island",554,62591,0.26,20.3
2020-09-23,"BC",7750,500869,2.01,31.6
2020-09-23,"Fraser",2675,176534,2.92,29.6
2020-09-23,"Interior",944,62173,0.94,30.9
2020-09-23,"Northern",437,18480,1.98,33.3
2020-09-23,"Unknown",416,15420,0,25.7
2020-09-23,"Vancouver Coastal",2631,165024,2.42,37
2020-09-23,"Vancouver Island",647,63238,0.26,21.3
2020-09-24,"BC",8863,509732,1.85,31.2
2020-09-24,"Fraser",3000,179534,2.66,29.1
2020-09-24,"Interior",969,63142,0.84,28.3
2020-09-24,"Northern",457,18937,1.87,38.9
2020-09-24,"Unknown",1083,16503,0,43.4
2020-09-24,"Vancouver Coastal",2631,167655,2.33,31
2020-09-24,"Vancouver Island",723,63961,0.27,21
2020-09-25,"BC",7349,517081,1.7,39
2020-09-25,"Fraser",2071,181605,2.41,47.9
2020-09-25,"Interior",1063,64205,0.66,31.6
2020-09-25,"Northern",389,19326,2.05,42.7
2020-09-25,"Unknown",166,16669,0,62.2
2020-09-25,"Vancouver Coastal",2922,170577,2.23,38
2020-09-25,"Vancouver Island",738,64699,0.22,21.2
2020-09-26,"BC",7895,524976,1.66,32.2
2020-09-26,"Fraser",3692,185297,2.29,34.4
2020-09-26,"Interior",817,65022,0.6,27.7
2020-09-26,"Northern",591,19917,1.73,47.2
2020-09-26,"Unknown",140,16809,0,81.9
2020-09-26,"Vancouver Coastal",1936,172513,2.13,25.9
2020-09-26,"Vancouver Island",719,65418,0.23,20.4
2020-09-27,"BC",5940,530916,1.58,29.9
2020-09-27,"Fraser",2370,187667,2.1,31.2
2020-09-27,"Interior",709,65731,0.54,33.6
2020-09-27,"Northern",242,20159,1.82,35.3
2020-09-27,"Unknown",14,16823,0,53.3
2020-09-27,"Vancouver Coastal",1890,174403,2.03,29.2
2020-09-27,"Vancouver Island",715,66133,0.13,21.4
2020-09-28,"BC",5389,536305,1.59,26.8
2020-09-28,"Fraser",1969,189636,2.07,29.7
2020-09-28,"Interior",481,66212,0.5,29.3
2020-09-28,"Northern",157,20316,1.76,37.4
2020-09-28,"Unknown",9,16832,0,22.4
2020-09-28,"Vancouver Coastal",1987,176390,2.1,25.3
2020-09-28,"Vancouver Island",786,66919,0.12,19.6
2020-09-29,"BC",9423,545728,1.49,29.6
2020-09-29,"Fraser",4182,193818,1.89,26.7
2020-09-29,"Interior",814,67026,0.48,31.1
2020-09-29,"Northern",516,20832,1.51,28.8
2020-09-29,"Unknown",56,16888,0,40.9
2020-09-29,"Vancouver Coastal",3002,179392,1.88,35.5
2020-09-29,"Vancouver Island",853,67772,0.12,21.4
2020-09-30,"BC",11054,556782,1.45,52.4
2020-09-30,"Fraser",4272,198090,1.86,56.8
2020-09-30,"Interior",720,67746,0.39,31.4
2020-09-30,"Northern",495,21327,1.23,27.6
2020-09-30,"Unknown",114,17002,0,122.3
2020-09-30,"Vancouver Coastal",4403,183795,1.78,59.3
2020-09-30,"Vancouver Island",1050,68822,0.13,23.8
2020-10-01,"BC",11482,568264,1.44,55.1
2020-10-01,"Fraser",4409,202499,1.89,60.2
2020-10-01,"Interior",1203,68949,0.31,40.5
2020-10-01,"Northern",456,21783,1.23,31.2
2020-10-01,"Unknown",232,17234,0,70.3
2020-10-01,"Vancouver Coastal",4181,187976,1.69,62.7
2020-10-01,"Vancouver Island",1001,69823,0.1,25.3
2020-10-02,"BC",10882,579146,1.41,44.5
2020-10-02,"Fraser",4252,206751,1.9,46.7
2020-10-02,"Interior",1065,70014,0.31,34.1
2020-10-02,"Northern",426,22209,0.97,34.5
2020-10-02,"Unknown",308,17542,0,55.3
2020-10-02,"Vancouver Coastal",3795,191771,1.62,50.6
2020-10-02,"Vancouver Island",1036,70859,0.08,23.8
2020-10-03,"BC",11608,590754,1.29,50
2020-10-03,"Fraser",4314,211065,1.72,53.8
2020-10-03,"Interior",1123,71137,0.31,35.1
2020-10-03,"Northern",451,22660,0.95,33.9
2020-10-03,"Unknown",55,17597,0,97.5
2020-10-03,"Vancouver Coastal",4658,196429,1.45,56.7
2020-10-03,"Vancouver Island",1007,71866,0.14,23.6
2020-10-04,"BC",10927,601681,1.27,44.7
2020-10-04,"Fraser",4543,215608,1.72,48.3
2020-10-04,"Interior",908,72045,0.27,32.7
2020-10-04,"Northern",189,22849,0.82,37.1
2020-10-04,"Unknown",138,17735,0,29.9
2020-10-04,"Vancouver Coastal",4211,200640,1.37,48.8
2020-10-04,"Vancouver Island",938,72804,0.22,23.6
2020-10-05,"BC",9209,610890,1.22,38.1
2020-10-05,"Fraser",3907,219515,1.66,41.5
2020-10-05,"Interior",946,72991,0.38,36.6
2020-10-05,"Northern",154,23003,0.74,21.9
2020-10-05,"Unknown",127,17862,0,41.1
2020-10-05,"Vancouver Coastal",3261,203901,1.24,39.3
2020-10-05,"Vancouver Island",814,73618,0.25,21
2020-10-06,"BC",6759,617649,1.25,28.8
2020-10-06,"Fraser",2406,221921,1.8,34.9
2020-10-06,"Interior",846,73837,0.35,30
2020-10-06,"Northern",244,23247,0.54,26.9
2020-10-06,"Unknown",23,17885,0,20.8
2020-10-06,"Vancouver Coastal",2222,206123,1.26,25.8
2020-10-06,"Vancouver Island",1018,74636,0.25,21
2020-10-07,"BC",10948,628597,1.19,34.2
2020-10-07,"Fraser",4678,226599,1.74,38.5
2020-10-07,"Interior",522,74359,0.32,27.4
2020-10-07,"Northern",318,23565,0.76,35.9
2020-10-07,"Unknown",54,17939,0,35.4
2020-10-07,"Vancouver Coastal",4342,210465,1.13,32.9
2020-10-07,"Vancouver Island",1034,75670,0.25,23
2020-10-08,"BC",11755,640352,1.17,35.4
2020-10-08,"Fraser",5352,231951,1.64,39.3
2020-10-08,"Interior",904,75263,0.4,35.2
2020-10-08,"Northern",504,24069,0.48,34.9
2020-10-08,"Unknown",47,17986,0,42.2
2020-10-08,"Vancouver Coastal",3793,214258,1.14,33.6
2020-10-08,"Vancouver Island",1155,76825,0.27,23.9
2020-10-09,"BC",12738,653090,1.23,37.1
2020-10-09,"Fraser",5128,237079,1.76,41.2
2020-10-09,"Interior",1304,76567,0.38,39.4
2020-10-09,"Northern",310,24379,0.74,32.7
2020-10-09,"Unknown",314,18300,0,33.1
2020-10-09,"Vancouver Coastal",4458,218716,1.15,35.8
2020-10-09,"Vancouver Island",1224,78049,0.29,24.3
2020-10-10,"BC",11645,664735,1.31,37
2020-10-10,"Fraser",4953,242032,1.87,41.5
2020-10-10,"Interior",1441,78008,0.32,48.5
2020-10-10,"Northern",241,24620,0.92,33.7
2020-10-10,"Unknown",263,18563,0,25.6
2020-10-10,"Vancouver Coastal",3597,222313,1.27,31.7
2020-10-10,"Vancouver Island",1150,79199,0.23,23.1
2020-10-11,"BC",10108,674843,1.32,36.8
2020-10-11,"Fraser",4290,246322,1.89,40.7
2020-10-11,"Interior",1217,79225,0.42,40.3
2020-10-11,"Northern",167,24787,0.93,39.5
2020-10-11,"Unknown",35,18598,0,32.7
2020-10-11,"Vancouver Coastal",3287,225600,1.25,35.3
2020-10-11,"Vancouver Island",1112,80311,0.19,22.6
2020-10-12,"BC",5909,680752,1.43,28.4
2020-10-12,"Fraser",2452,248774,2.09,33.4
2020-10-12,"Interior",530,79755,0.34,22.8
2020-10-12,"Northern",26,24813,0.94,16.7
2020-10-12,"Unknown",62,18660,0,28.2
2020-10-12,"Vancouver Coastal",1924,227524,1.38,27.4
2020-10-12,"Vancouver Island",915,81226,0.21,20.9
2020-10-13,"BC",5041,685793,1.55,27.3
2020-10-13,"Fraser",1788,250562,2.31,31.9
2020-10-13,"Interior",491,80246,0.41,21.5
2020-10-13,"Northern",192,25005,1.08,51.2
2020-10-13,"Unknown",11,18671,0,27.9
2020-10-13,"Vancouver Coastal",1566,229090,1.43,24.9
2020-10-13,"Vancouver Island",993,82219,0.22,21
2020-10-14,"BC",8647,694440,1.6,22.5
2020-10-14,"Fraser",3431,253993,2.39,25.6
2020-10-14,"Interior",761,81007,0.42,20.1
2020-10-14,"Northern",140,25145,1.08,24
2020-10-14,"Unknown",28,18699,0,25.1
2020-10-14,"Vancouver Coastal",3300,232390,1.51,20.3
2020-10-14,"Vancouver Island",987,83206,0.24,20.1
2020-10-15,"BC",10649,705089,1.65,29.4
2020-10-15,"Fraser",4994,258987,2.48,31.3
2020-10-15,"Interior",684,81691,0.42,22.3
2020-10-15,"Northern",270,25415,1.71,29
2020-10-15,"Unknown",36,18735,0,30.5
2020-10-15,"Vancouver Coastal",3418,235808,1.5,29.6
2020-10-15,"Vancouver Island",1247,84453,0.25,25
2020-10-16,"BC",9161,714250,1.78,31.9
2020-10-16,"Fraser",3635,262622,2.75,36.5
2020-10-16,"Interior",761,82452,0.44,31.9
2020-10-16,"Northern",432,25847,1.23,33.6
2020-10-16,"Unknown",24,18759,0,39
2020-10-16,"Vancouver Coastal",3101,238909,1.57,29.7
2020-10-16,"Vancouver Island",1208,85661,0.24,22.7
2020-10-17,"BC",11560,725810,1.77,33.2
2020-10-17,"Fraser",5269,267891,2.76,36.7
2020-10-17,"Interior",882,83334,0.53,33
2020-10-17,"Northern",272,26119,1.33,31
2020-10-17,"Unknown",58,18817,0,40.2
2020-10-17,"Vancouver Coastal",3836,242745,1.48,31.7
2020-10-17,"Vancouver Island",1243,86904,0.23,23.2
2020-10-18,"BC",8266,734076,1.98,34.3
2020-10-18,"Fraser",3486,271377,3.1,37.6
2020-10-18,"Interior",475,83809,0.72,36.3
2020-10-18,"Northern",84,26203,1.27,33.9
2020-10-18,"Unknown",87,18904,0,36.3
2020-10-18,"Vancouver Coastal",3072,245817,1.6,33.3
2020-10-18,"Vancouver Island",1062,87966,0.2,25.3
2020-10-19,"BC",5500,739576,1.98,36.5
2020-10-19,"Fraser",2052,273429,3.15,44.6
2020-10-19,"Interior",738,84547,0.92,46.8
2020-10-19,"Northern",127,26330,1.25,40.9
2020-10-19,"Unknown",28,18932,0,47.4
2020-10-19,"Vancouver Coastal",1576,247393,1.55,29.5
2020-10-19,"Vancouver Island",979,88945,0.16,22.2
2020-10-20,"BC",8766,748342,1.92,26.1
2020-10-20,"Fraser",3493,276922,3.06,32.8
2020-10-20,"Interior",696,85243,1.02,28.9
2020-10-20,"Northern",151,26481,1.36,29.6
2020-10-20,"Unknown",103,19035,0,25.9
2020-10-20,"Vancouver Coastal",3250,250643,1.42,20.8
2020-10-20,"Vancouver Island",1073,90018,0.13,18.4
2020-10-21,"BC",11059,759401,2.16,29.5
2020-10-21,"Fraser",5248,282170,3.44,34.5
2020-10-21,"Interior",668,85911,1.26,26
2020-10-21,"Northern",226,26707,1.34,29.7
2020-10-21,"Unknown",145,19180,0,32.2
2020-10-21,"Vancouver Coastal",3674,254317,1.5,25.7
2020-10-21,"Vancouver Island",1098,91116,0.15,19.9
2020-10-22,"BC",6986,766387,2.4,29.5
2020-10-22,"Fraser",2849,285019,3.9,35.1
2020-10-22,"Interior",745,86656,1.47,29.7
2020-10-22,"Northern",237,26944,1.31,34.2
2020-10-22,"Unknown",42,19222,0,33.8
2020-10-22,"Vancouver Coastal",2261,256578,1.62,25.7
2020-10-22,"Vancouver Island",852,91968,0.15,19.6
2020-10-23,"BC",11572,777959,2.43,31.3
2020-10-23,"Fraser",5369,290388,3.85,33.5
2020-10-23,"Interior",758,87414,1.79,28.7
2020-10-23,"Northern",209,27153,2.07,33.7
2020-10-23,"Unknown",252,19474,0,38.8
2020-10-23,"Vancouver Coastal",3964,260542,1.57,29.8
2020-10-23,"Vancouver Island",1020,92988,0.12,24.5
2020-10-24,"BC",9942,787901,2.72,29.8
2020-10-24,"Fraser",4873,295261,4.4,33
2020-10-24,"Interior",925,88339,1.8,36.6
2020-10-24,"Northern",210,27363,2.01,33.3
2020-10-24,"Unknown",118,19592,0,26.2
2020-10-24,"Vancouver Coastal",3035,263577,1.67,23.9
2020-10-24,"Vancouver Island",781,93769,0.13,24.7
2020-10-25,"BC",7389,795290,2.86,29.9
2020-10-25,"Fraser",3591,298852,4.63,30.5
2020-10-25,"Interior",477,88816,1.74,29.6
2020-10-25,"Northern",120,27483,2.11,29.4
2020-10-25,"Unknown",96,19688,0,34
2020-10-25,"Vancouver Coastal",2522,266099,1.68,30
2020-10-25,"Vancouver Island",583,94352,0.14,25
2020-10-26,"BC",4927,800217,3.01,24
2020-10-26,"Fraser",2126,300978,4.8,25.5
2020-10-26,"Interior",619,89435,2,25
2020-10-26,"Northern",144,27627,2.39,31.6
2020-10-26,"Unknown",35,19723,0,38.2
2020-10-26,"Vancouver Coastal",1313,267412,1.74,22.7
2020-10-26,"Vancouver Island",690,95042,0.15,18.4
2020-10-27,"BC",9177,809394,3.07,21
2020-10-27,"Fraser",4052,305030,4.82,21.9
2020-10-27,"Interior",680,90115,2.01,19.9
2020-10-27,"Northern",134,27761,3.05,19.1
2020-10-27,"Unknown",112,19835,0,20.1
2020-10-27,"Vancouver Coastal",3428,270840,1.75,20.2
2020-10-27,"Vancouver Island",771,95813,0.22,21.4
2020-10-28,"BC",10254,819648,3.13,25.3
2020-10-28,"Fraser",4316,309346,5.07,26.2
2020-10-28,"Interior",646,90761,1.88,24.8
2020-10-28,"Northern",236,27997,3.41,19.7
2020-10-28,"Unknown",115,19950,0,31.4
2020-10-28,"Vancouver Coastal",3755,274595,1.72,25.3
2020-10-28,"Vancouver Island",1186,96999,0.17,22.8
2020-10-29,"BC",10125,829773,3.08,26
2020-10-29,"Fraser",4411,313757,5.01,27.8
2020-10-29,"Interior",825,91586,1.72,27.8
2020-10-29,"Northern",242,28239,3.47,28.4
2020-10-29,"Unknown",169,20119,0,24.7
2020-10-29,"Vancouver Coastal",3393,277988,1.68,24.5
2020-10-29,"Vancouver Island",1085,98084,0.15,21.7
2020-10-30,"BC",9320,839093,3.37,24.9
2020-10-30,"Fraser",4129,317886,5.63,26.8
2020-10-30,"Interior",743,92329,1.49,27.4
2020-10-30,"Northern",247,28486,3,23.4
2020-10-30,"Unknown",133,20252,0,27.4
2020-10-30,"Vancouver Coastal",3126,281114,1.83,22.6
2020-10-30,"Vancouver Island",942,99026,0.25,22.1
2020-10-31,"BC",9662,848755,3.56,26
2020-10-31,"Fraser",4511,322397,5.76,27.3
2020-10-31,"Interior",820,93149,1.73,29.3
2020-10-31,"Northern",180,28666,3.07,31.8
2020-10-31,"Unknown",103,20355,0,27.5
2020-10-31,"Vancouver Coastal",3346,284460,2.17,23.4
2020-10-31,"Vancouver Island",702,99728,0.29,24.7
2020-11-01,"BC",6476,855231,3.73,31.9
2020-11-01,"Fraser",3208,325605,6.01,32.7
2020-11-01,"Interior",526,93675,1.73,33.6
2020-11-01,"Northern",105,28771,3.03,36.3
2020-11-01,"Unknown",63,20418,0,40.5
2020-11-01,"Vancouver Coastal",2082,286542,2.33,31.1
2020-11-01,"Vancouver Island",492,100220,0.37,25.8
2020-11-02,"BC",4910,860141,4.02,24.8
2020-11-02,"Fraser",2325,327930,6.54,27.1
2020-11-02,"Interior",540,94215,1.49,28.9
2020-11-02,"Northern",95,28866,2.91,40.8
2020-11-02,"Unknown",20,20438,0,41
2020-11-02,"Vancouver Coastal",1383,287925,2.49,23.2
2020-11-02,"Vancouver Island",547,100767,0.42,11.6
2020-11-03,"BC",8730,868871,4.18,23.9
2020-11-03,"Fraser",3675,331605,6.68,26.2
2020-11-03,"Interior",548,94763,1.61,24
2020-11-03,"Northern",179,29045,2.65,36.2
2020-11-03,"Unknown",98,20536,0,26.3
2020-11-03,"Vancouver Coastal",3426,291351,2.79,23.6
2020-11-03,"Vancouver Island",804,101571,0.4,11.4
2020-11-04,"BC",10915,879786,4.46,29.3
2020-11-04,"Fraser",4753,336358,6.97,32.2
2020-11-04,"Interior",913,95676,1.75,25.9
2020-11-04,"Northern",168,29213,2.71,27.7
2020-11-04,"Unknown",99,20635,0,39.3
2020-11-04,"Vancouver Coastal",4032,295383,3.12,29.4
2020-11-04,"Vancouver Island",950,102521,0.47,16.5
2020-11-05,"BC",11386,891172,4.89,27.9
2020-11-05,"Fraser",5566,341924,7.47,30.5
2020-11-05,"Interior",845,96521,2.09,25.3
2020-11-05,"Northern",245,29458,2.71,32.1
2020-11-05,"Unknown",99,20734,0,33.1
2020-11-05,"Vancouver Coastal",3593,298976,3.44,27.6
2020-11-05,"Vancouver Island",1038,103559,0.58,15.9
2020-11-06,"BC",9759,900931,4.94,27
2020-11-06,"Fraser",4346,346270,7.3,28.6
2020-11-06,"Interior",788,97309,2.41,24
2020-11-06,"Northern",253,29711,3.51,27
2020-11-06,"Unknown",84,20818,0,36.1
2020-11-06,"Vancouver Coastal",3460,302436,3.66,28
2020-11-06,"Vancouver Island",828,104387,0.54,15.9
2020-11-07,"BC",8190,909121,5.32,26.8
2020-11-07,"Fraser",4347,350617,7.78,29.3
2020-11-07,"Interior",715,98024,2.56,27.1
2020-11-07,"Northern",220,29931,3.79,31.7
2020-11-07,"Unknown",31,20849,0,38.2
2020-11-07,"Vancouver Coastal",2253,304689,3.95,25.1
2020-11-07,"Vancouver Island",624,105011,0.64,13.5
2020-11-08,"BC",10205,919326,5.22,37.3
2020-11-08,"Fraser",4748,355365,7.64,39.1
2020-11-08,"Interior",565,98589,2.77,28.9
2020-11-08,"Northern",127,30058,4.04,28.5
2020-11-08,"Unknown",145,20994,0,44.4
2020-11-08,"Vancouver Coastal",3868,308557,3.81,38.5
2020-11-08,"Vancouver Island",752,105763,0.7,26.9
2020-11-09,"BC",6393,925719,5.27,26.9
2020-11-09,"Fraser",2610,357975,7.62,30.7
2020-11-09,"Interior",768,99357,3.19,27
2020-11-09,"Northern",87,30145,4.22,19.5
2020-11-09,"Unknown",10,21004,0,37.4
2020-11-09,"Vancouver Coastal",2155,310712,3.91,26.9
2020-11-09,"Vancouver Island",763,106526,0.78,14.7
2020-11-10,"BC",9664,935383,5.74,25.6
2020-11-10,"Fraser",4583,362558,8.33,29.3
2020-11-10,"Interior",680,100037,3.26,23.4
2020-11-10,"Northern",142,30287,4.43,24.5
2020-11-10,"Unknown",79,21083,0,25.9
2020-11-10,"Vancouver Coastal",3338,314050,4.19,24.3
2020-11-10,"Vancouver Island",842,107368,0.91,13
2020-11-11,"BC",12208,947591,5.86,29.4
2020-11-11,"Fraser",6228,368786,8.36,31.6
2020-11-11,"Interior",690,100727,3.44,27.6
2020-11-11,"Northern",227,30514,5,30.4
2020-11-11,"Unknown",222,21305,0,29.7
2020-11-11,"Vancouver Coastal",3769,317819,4.3,30
2020-11-11,"Vancouver Island",1072,108440,0.93,15.6
2020-11-12,"BC",10305,957896,5.99,31
2020-11-12,"Fraser",5345,374131,8.47,31.4
2020-11-12,"Interior",688,101415,3.47,34.5
2020-11-12,"Northern",142,30656,4.92,28.7
2020-11-12,"Unknown",121,21426,0,42.1
2020-11-12,"Vancouver Coastal",3180,320999,4.38,33.8
2020-11-12,"Vancouver Island",829,109269,1.16,13.8
2020-11-13,"BC",10759,968655,6.22,27.1
2020-11-13,"Fraser",4635,378766,8.91,27.4
2020-11-13,"Interior",818,102233,3.57,30.6
2020-11-13,"Northern",224,30880,4.36,35.7
2020-11-13,"Unknown",354,21780,0,27.8
2020-11-13,"Vancouver Coastal",3556,324555,4.55,27
2020-11-13,"Vancouver Island",1172,110441,1.22,21.5
2020-11-14,"BC",11443,980098,6.21,27
2020-11-14,"Fraser",5129,383895,9.16,28.9
2020-11-14,"Interior",877,103110,3.54,29.5
2020-11-14,"Northern",223,31103,4.78,28.6
2020-11-14,"Unknown",402,22182,0,22.8
2020-11-14,"Vancouver Coastal",3719,328274,4.38,25.2
2020-11-14,"Vancouver Island",1093,111534,1.17,23.4
2020-11-15,"BC",10325,990423,6.58,31.9
2020-11-15,"Fraser",5059,388954,9.63,35.3
2020-11-15,"Interior",800,103910,3.65,32.8
2020-11-15,"Northern",135,31238,5.25,31.2
2020-11-15,"Unknown",173,22355,0,29.7
2020-11-15,"Vancouver Coastal",2874,331148,4.8,32.2
2020-11-15,"Vancouver Island",1284,112818,1.26,17.5
2020-11-16,"BC",7059,997482,6.63,27.7
2020-11-16,"Fraser",3296,392250,9.6,30.8
2020-11-16,"Interior",734,104644,3.35,22.8
2020-11-16,"Northern",162,31400,5.66,39.6
2020-11-16,"Unknown",39,22394,0,30.2
2020-11-16,"Vancouver Coastal",1947,333095,4.94,29.8
2020-11-16,"Vancouver Island",881,113699,1.39,13
2020-11-17,"BC",10955,1008437,6.63,26
2020-11-17,"Fraser",5030,397280,9.58,29.2
2020-11-17,"Interior",811,105455,3.49,22.3
2020-11-17,"Northern",209,31609,5.75,28.8
2020-11-17,"Unknown",83,22477,0,27.3
2020-11-17,"Vancouver Coastal",3900,336995,4.92,25.5
2020-11-17,"Vancouver Island",922,114621,1.52,13.5
2020-11-18,"BC",13739,1022176,6.72,30.2
2020-11-18,"Fraser",6758,404038,9.68,33
2020-11-18,"Interior",677,106132,3.68,28
2020-11-18,"Northern",257,31866,6.14,29.1
2020-11-18,"Unknown",190,22667,0,26.9
2020-11-18,"Vancouver Coastal",4484,341479,5.01,31.5
2020-11-18,"Vancouver Island",1373,115994,1.56,14.1
2020-11-19,"BC",10765,1032941,6.79,27.2
2020-11-19,"Fraser",4939,408977,9.79,31
2020-11-19,"Interior",853,106985,3.7,30
2020-11-19,"Northern",351,32217,6.73,31.9
2020-11-19,"Unknown",80,22747,0,38.5
2020-11-19,"Vancouver Coastal",2860,344339,5.29,27.6
2020-11-19,"Vancouver Island",1682,117676,1.42,12.7
2020-11-20,"BC",14698,1047639,6.73,33.6
2020-11-20,"Fraser",7686,416663,9.49,36.2
2020-11-20,"Interior",940,107925,3.57,33.9
2020-11-20,"Northern",289,32506,8.18,26.7
2020-11-20,"Unknown",342,23089,0,33.7
2020-11-20,"Vancouver Coastal",4264,348603,5.12,33.9
2020-11-20,"Vancouver Island",1177,118853,1.52,16.9
2020-11-21,"BC",12514,1060153,6.78,31.1
2020-11-21,"Fraser",6652,423315,9.38,34.4
2020-11-21,"Interior",608,108533,3.89,34.8
2020-11-21,"Northern",338,32844,7.64,28.4
2020-11-21,"Unknown",180,23269,0,44.8
2020-11-21,"Vancouver Coastal",3532,352135,5.15,29.1
2020-11-21,"Vancouver Island",1204,120057,1.54,16.3
2020-11-22,"BC",10460,1070613,6.76,32.8
2020-11-22,"Fraser",5676,428991,9.29,34.3
2020-11-22,"Interior",882,109415,3.92,43.3
2020-11-22,"Northern",132,32976,7.77,19.5
2020-11-22,"Unknown",169,23438,0,35.2
2020-11-22,"Vancouver Coastal",2454,354589,5.12,33.7
2020-11-22,"Vancouver Island",1147,121204,1.47,16.4
2020-11-23,"BC",11543,1082156,6.58,40
2020-11-23,"Fraser",5357,434348,9.02,41.2
2020-11-23,"Interior",951,110366,4.44,41.9
2020-11-23,"Northern",251,33227,7.94,39.9
2020-11-23,"Unknown",107,23545,0,64.4
2020-11-23,"Vancouver Coastal",3683,358272,4.89,43.6
2020-11-23,"Vancouver Island",1194,122398,1.37,19.9
2020-11-24,"BC",11045,1093201,6.6,26.9
2020-11-24,"Fraser",4920,439268,8.97,29.7
2020-11-24,"Interior",1071,111437,4.75,36.2
2020-11-24,"Northern",351,33578,8.63,38
2020-11-24,"Unknown",86,23631,0,27.1
2020-11-24,"Vancouver Coastal",3402,361674,4.94,23.8
2020-11-24,"Vancouver Island",1215,123613,1.37,12.6
2020-11-25,"BC",13184,1106385,6.68,30.2
2020-11-25,"Fraser",6294,445562,9.09,34.5
2020-11-25,"Interior",1420,112857,4.92,31.5
2020-11-25,"Northern",380,33958,8.46,29.6
2020-11-25,"Unknown",69,23700,0,36.5
2020-11-25,"Vancouver Coastal",3506,365180,4.99,28.8
2020-11-25,"Vancouver Island",1515,125128,1.43,14.6
2020-11-26,"BC",14233,1120618,6.53,35.3
2020-11-26,"Fraser",7118,452680,8.86,37.8
2020-11-26,"Interior",1123,113980,4.96,32.2
2020-11-26,"Northern",373,34331,8.51,33
2020-11-26,"Unknown",105,23805,0,51.5
2020-11-26,"Vancouver Coastal",4021,369201,4.69,37.4
2020-11-26,"Vancouver Island",1493,126621,1.44,19.2
2020-11-27,"BC",15213,1135831,6.39,31.6
2020-11-27,"Fraser",7022,459702,8.7,33.8
2020-11-27,"Interior",1431,115411,5.36,30.9
2020-11-27,"Northern",471,34802,7.75,33.8
2020-11-27,"Unknown",139,23944,0,39.8
2020-11-27,"Vancouver Coastal",4584,373785,4.57,33.9
2020-11-27,"Vancouver Island",1566,128187,1.42,14.5
